1.000000000000000000e+00,0.000000000000000000e+00,7.730022125700480862e-03,3.656860841508976362e-02,7.632360608508003026e-03,1.336315559405976995e-02,1.384772317939476742e-02,9.447470537633342325e-01,8.594394389443486132e-03,9.467100375413067814e-03,2.084514069329106503e-02,0.000000000000000000e+00,1.929233883998532351e-02,0.000000000000000000e+00,6.132641145248551862e-02,0.000000000000000000e+00,2.149217266211703517e-02,0.000000000000000000e+00,4.741427048467166359e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.797000161157385686e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.270070400352103952e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.405814465473393705e-02,1.323979656409282699e-03,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.393296841110025101e-03
0.000000000000000000e+00,1.000000000000000000e+00,9.167327853160289752e-01,4.588406843988809269e-01,4.542689196452950884e-01,4.602248150975975505e-01,4.485453488843225700e-01,0.000000000000000000e+00,3.938681176449314592e-01,4.310558412498862735e-01,4.418690154523942648e-01,4.193888418614777347e-01,4.528004832410867375e-01,4.667277268335752738e-01,2.231642662527043471e-03,0.000000000000000000e+00,4.280900720630741452e-01,4.156816133310255457e-01,4.201110815371697504e-01,4.302579257621488851e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.808032277546694044e-01,3.861269284133051483e-01,3.332076161012801352e-01,4.176136692238228143e-01,2.950213180088036569e-01,3.640520792591641630e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.904339277292356303e-01,4.447804299747568080e-01,4.038878643271031077e-01,4.053294416737587835e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.730022125700480862e-03,9.167327853160289752e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.967544458916846989e-04,4.315920331899475594e-05,0.000000000000000000e+00,2.743788057279561237e-04,2.848667345189426236e-04,1.456135669049155599e-03,0.000000000000000000e+00,5.902738346259613252e-03,0.000000000000000000e+00,3.316106591229335109e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.147532102799263199e-03,1.047001027612768850e-02,8.695779949877182604e-04,2.866750955376331372e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.323561389528997628e-02,0.000000000000000000e+00,2.804555279950258963e-03,0.000000000000000000e+00,9.746747186052368006e-03,0.000000000000000000e+00,0.000000000000000000e+00,9.905983107179269082e-03,2.346104882928481093e-03,2.752325827848023376e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.656860841508976362e-02,4.588406843988809269e-01,0.000000000000000000e+00,1.000000000000000000e+00,2.027954503276595201e-04,1.839853161917206657e-03,9.575901238761363706e-04,0.000000000000000000e+00,3.080164516963772303e-02,0.000000000000000000e+00,1.475003711846003488e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.350995233338163348e-02,3.130118566536250189e-04,0.000000000000000000e+00,1.166987641430055310e-03,1.336763216182051614e-02,1.029505277443518857e-02,1.449154836342486609e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.790801595148932418e-02,0.000000000000000000e+00,1.751997563897743013e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.485208074465140748e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.632360608508003026e-03,4.542689196452950884e-01,5.967544458916846989e-04,2.027954503276595201e-04,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.024534861099002554e-03,9.101118806413596544e-04,0.000000000000000000e+00,0.000000000000000000e+00,2.704911607790697818e-04,0.000000000000000000e+00,6.937488904812424972e-03,0.000000000000000000e+00,5.679629212878781717e-03,0.000000000000000000e+00,1.045747414688834309e-02,0.000000000000000000e+00,4.003613871886353178e-05,0.000000000000000000e+00,0.000000000000000000e+00,7.844597081595496013e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.694124256095685260e-02,2.774127444630490255e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.626026123602875869e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.336315559405976995e-02,4.602248150975975505e-01,4.315920331899475594e-05,1.839853161917206657e-03,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.026699456385289861e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.129357431605114724e-03,0.000000000000000000e+00,3.982140585863601021e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.017936007825690409e-03,5.450886391514542413e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.162206290760633932e-03,2.611994653933658034e-05,3.914943172864644196e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.384772317939476742e-02,4.485453488843225700e-01,0.000000000000000000e+00,9.575901238761363706e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.335102726360729797e-06,0.000000000000000000e+00,1.294411626838353228e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.784881829493142499e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.491933758620475895e-03,9.104808623267816522e-03,1.152054323566434265e-04,8.842218621268514711e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.261658345036954613e-02,0.000000000000000000e+00,1.059905291888529194e-02,0.000000000000000000e+00,9.481935483409549515e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.661959707839886793e-03,0.000000000000000000e+00,3.602724580632287333e-03,0.000000000000000000e+00,0.000000000000000000e+00
9.447470537633342325e-01,0.000000000000000000e+00,2.743788057279561237e-04,0.000000000000000000e+00,1.024534861099002554e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.558165437651209396e-03,1.206120827185386789e-02,0.000000000000000000e+00,2.747883844675322318e-02,3.305843775780438953e-04,0.000000000000000000e+00,-7.288879609107055957e-02,1.570141254757765822e-02,1.998418399308665304e-04,8.489713337020629580e-03,1.484440520406500423e-02,1.573805046448517250e-02,4.227165119017506530e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.999584285533455297e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.087732541541080011e-02,2.690549258517504344e-02,2.704720776114132356e-04,4.524911298940545445e-03,3.625214626297549453e-02,1.890432928971665788e-02,1.248409730347207688e-02,5.528377372706829058e-03,0.000000000000000000e+00,0.000000000000000000e+00
8.594394389443486132e-03,3.938681176449314592e-01,2.848667345189426236e-04,3.080164516963772303e-02,9.101118806413596544e-04,0.000000000000000000e+00,6.335102726360729797e-06,3.558165437651209396e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.782233860190743688e-03,0.000000000000000000e+00,3.546483548839846067e-02,0.000000000000000000e+00,3.773575105764270798e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.364400027962741548e-03,-0.000000000000000000e+00,2.042168756837668686e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.202894568998912839e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.050425337528668221e-02,1.257652100067000768e-02,-0.000000000000000000e+00
9.467100375413067814e-03,4.310558412498862735e-01,1.456135669049155599e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.206120827185386789e-02,0.000000000000000000e+00,1.000000000000000000e+00,8.619230834769564531e-03,0.000000000000000000e+00,3.870589537571667103e-03,0.000000000000000000e+00,1.525208238063220645e-02,0.000000000000000000e+00,5.448975369108832040e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.859577199897416430e-05,0.000000000000000000e+00,1.262862677007282018e-02,0.000000000000000000e+00,1.079819299174161924e-02,2.444326313642206788e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.389158693288980839e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.482529448166631243e-04,1.770448497383240308e-05,9.827026771527980382e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.084514069329106503e-02,4.418690154523942648e-01,0.000000000000000000e+00,1.475003711846003488e-03,0.000000000000000000e+00,1.026699456385289861e-03,1.294411626838353228e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.619230834769564531e-03,1.000000000000000000e+00,0.000000000000000000e+00,4.668807844701423904e-03,0.000000000000000000e+00,1.004374056899706574e-01,0.000000000000000000e+00,3.475167624667254915e-03,0.000000000000000000e+00,0.000000000000000000e+00,9.978579392135242254e-04,0.000000000000000000e+00,6.850605075616487960e-03,0.000000000000000000e+00,0.000000000000000000e+00,7.055193137920763580e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.898236936399482475e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.193888418614777347e-01,5.902738346259613252e-03,0.000000000000000000e+00,2.704911607790697818e-04,0.000000000000000000e+00,0.000000000000000000e+00,2.747883844675322318e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.341399978828859779e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.712236067841234180e-02,-0.000000000000000000e+00,0.000000000000000000e+00,4.704451822740744055e-02,0.000000000000000000e+00,3.091501315002919553e-03,2.588332785345044684e-04,0.000000000000000000e+00,0.000000000000000000e+00,2.520088339143824671e-02,1.077205450724961176e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.145847812239703757e-03,0.000000000000000000e+00
1.929233883998532351e-02,4.528004832410867375e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.305843775780438953e-04,0.000000000000000000e+00,3.870589537571667103e-03,4.668807844701423904e-03,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.956526065320966096e-02,0.000000000000000000e+00,4.345796684810624300e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.581417568655235743e-03,0.000000000000000000e+00,9.127993076495933764e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.714418835833521207e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.117143442873952728e-04
0.000000000000000000e+00,4.667277268335752738e-01,3.316106591229335109e-03,1.350995233338163348e-02,6.937488904812424972e-03,0.000000000000000000e+00,3.784881829493142499e-03,0.000000000000000000e+00,8.782233860190743688e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.337542742058139833e-02,0.000000000000000000e+00,1.203931174875889562e-02,5.622267554680438970e-04,0.000000000000000000e+00,1.548311075796041233e-03,-0.000000000000000000e+00,6.662816009449459669e-03,0.000000000000000000e+00,0.000000000000000000e+00,9.581964344991707183e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.404715157999958188e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.582564224868594552e-03,0.000000000000000000e+00,0.000000000000000000e+00
6.132641145248551862e-02,2.231642662527043471e-03,0.000000000000000000e+00,3.130118566536250189e-04,0.000000000000000000e+00,7.129357431605114724e-03,0.000000000000000000e+00,-7.288879609107055957e-02,0.000000000000000000e+00,1.525208238063220645e-02,1.004374056899706574e-01,0.000000000000000000e+00,1.956526065320966096e-02,0.000000000000000000e+00,1.000000000000000000e+00,-1.114435886397663333e-01,1.065317537326244401e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.500573768294325608e-03,-4.033753457743115278e-02,7.934649929891504083e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.623564512302850288e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.150205216396313235e-01,-2.596077232935278117e-02,0.000000000000000000e+00,2.780370557272160426e-02,1.887982923866742338e-02,0.000000000000000000e+00,-1.988280567922045064e-02,4.102859810953661257e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.679629212878781717e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.570141254757765822e-02,3.546483548839846067e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.341399978828859779e-02,0.000000000000000000e+00,1.337542742058139833e-02,-1.114435886397663333e-01,1.000000000000000000e+00,0.000000000000000000e+00,4.577854592397340161e-02,2.557131263295271684e-02,0.000000000000000000e+00,8.761460994896175247e-01,-0.000000000000000000e+00,1.141265672987860046e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.286572158250861825e-02,2.211863280617297305e-03,0.000000000000000000e+00,-0.000000000000000000e+00,4.639356577837644435e-01,4.024585325687682347e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.434601713570890946e-01,-0.000000000000000000e+00
2.149217266211703517e-02,4.280900720630741452e-01,2.147532102799263199e-03,1.166987641430055310e-03,0.000000000000000000e+00,3.982140585863601021e-03,2.491933758620475895e-03,1.998418399308665304e-04,0.000000000000000000e+00,5.448975369108832040e-03,3.475167624667254915e-03,0.000000000000000000e+00,4.345796684810624300e-04,0.000000000000000000e+00,1.065317537326244401e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.215797185682307262e-02,0.000000000000000000e+00,7.296541873837243154e-03,0.000000000000000000e+00,1.213724893373236075e-03,1.217453972543171455e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.079371909881971001e-03,0.000000000000000000e+00,0.000000000000000000e+00,9.701156064698715845e-03,2.190328411884259058e-02,8.865266674160497294e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.156816133310255457e-01,1.047001027612768850e-02,1.336763216182051614e-02,1.045747414688834309e-02,0.000000000000000000e+00,9.104808623267816522e-03,8.489713337020629580e-03,3.773575105764270798e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.203931174875889562e-02,0.000000000000000000e+00,4.577854592397340161e-02,0.000000000000000000e+00,1.000000000000000000e+00,1.493122964126615895e-02,0.000000000000000000e+00,1.237309187052401368e-03,-0.000000000000000000e+00,6.674067331646729717e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.830130425624158438e-02,9.294782029989503980e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.759207100027952608e-03,0.000000000000000000e+00,0.000000000000000000e+00
